Quarter,GDP ($mil),Debt ($mil),Year,Q,Decade,GDP_growth_pct,Recession
1988-04-01,5190036.0,2547656.0,1988,Q2,1980s,2.2995356934204736,False
1988-07-01,5282835.0,2602183.0,1988,Q3,1980s,1.7880222796142542,False
1988-10-01,5399509.0,2684392.0,1988,Q4,1980s,2.2085490082503156,False
1989-01-01,5511253.0,2740898.0,1989,Q1,1980s,2.069521506492533,False
1989-04-01,5612463.0,2799923.0,1989,Q2,1980s,1.8364244936677654,False
1989-07-01,5695365.0,2857431.0,1989,Q3,1980s,1.4771055060852856,False
1989-10-01,5747237.0,2952994.0,1989,Q4,1980s,0.9107756921637122,False
1990-01-01,5872701.0,3051958.0,1990,Q1,1990s,2.183031602838015,False
1990-04-01,5960028.0,3143754.0,1990,Q2,1990s,1.4869989124254746,False
1990-07-01,6015116.0,3233313.0,1990,Q3,1990s,0.9242909597068971,False
1990-10-01,6004733.0,3364820.0,1990,Q4,1990s,-0.17261512496185016,False
1991-01-01,6035178.0,3465189.0,1991,Q1,1990s,0.5070167149813232,False
1991-04-01,6126862.0,3537988.0,1991,Q2,1990s,1.5191598325683175,False
1991-07-01,6205937.0,3665303.0,1991,Q3,1990s,1.2906280572338558,False
1991-10-01,6264540.0,3801698.0,1991,Q4,1990s,0.9443054288176045,False
1992-01-01,6363102.0,3881288.0,1992,Q1,1990s,1.573331800898381,False
1992-04-01,6470763.0,3984656.0,1992,Q2,1990s,1.6919577903984573,False
1992-07-01,6566641.0,4064621.0,1992,Q3,1990s,1.4817108894267905,False
1992-10-01,6680803.0,4177009.0,1992,Q4,1990s,1.7385144094218097,False
1993-01-01,6729459.0,4230580.0,1993,Q1,1990s,0.72829568541386,False
1993-04-01,6808939.0,4351950.0,1993,Q2,1990s,1.1810756258415323,False
1993-07-01,6882098.0,4411489.0,1993,Q3,1990s,1.0744552124787754,False
1993-10-01,7013738.0,4535687.0,1993,Q4,1990s,1.9127888036468033,False
1994-01-01,7115652.0,4575869.0,1994,Q1,1990s,1.4530625466762537,False
1994-04-01,7246931.0,4645802.0,1994,Q2,1990s,1.8449328325780945,False
1994-07-01,7331075.0,4692750.0,1994,Q3,1990s,1.1610984015164583,False
1994-10-01,7455288.0,4800150.0,1994,Q4,1990s,1.6943354146561118,False
1995-01-01,7522289.0,4864116.0,1995,Q1,1990s,0.8987043827146657,False
1995-04-01,7580997.0,4951372.0,1995,Q2,1990s,0.7804539283188916,False
1995-07-01,7683125.0,4973983.0,1995,Q3,1990s,1.347157900207585,False
1995-10-01,7772586.0,4988665.0,1995,Q4,1990s,1.164382982184975,False
1996-01-01,7868468.0,5117786.0,1996,Q1,1990s,1.2335920117191312,False
1996-04-01,8032840.0,5161076.0,1996,Q2,1990s,2.088996231540885,False
1996-07-01,8131408.0,5224811.0,1996,Q3,1990s,1.2270629067677286,False
1996-10-01,8259771.000000001,5323172.0,1996,Q4,1990s,1.57860729654693,False
1997-01-01,8362655.000000001,5380890.0,1997,Q1,1990s,1.2456035403402899,False
1997-04-01,8518825.0,5376151.0,1997,Q2,1990s,1.867469123143306,False
1997-07-01,8662823.0,5413146.0,1997,Q3,1990s,1.6903504884769882,False
1997-10-01,8765907.0,5502388.0,1997,Q4,1990s,1.1899585158325454,False
1998-01-01,8866480.0,5542426.0,1998,Q1,1990s,1.1473199521738087,False
1998-04-01,8969699.0,5547935.0,1998,Q2,1990s,1.164148568541301,False
1998-07-01,9121097.0,5526193.0,1998,Q3,1990s,1.68788272605358,False
1998-10-01,9293991.0,5614217.0,1998,Q4,1990s,1.895539538719948,False
1999-01-01,9417264.0,5651615.0,1999,Q1,1990s,1.3263731372238352,False
1999-04-01,9524152.0,5638780.0,1999,Q2,1990s,1.1350218067583073,False
1999-07-01,9681856.0,5656271.0,1999,Q3,1990s,1.655832456264883,False
1999-10-01,9899378.0,5776091.0,1999,Q4,1990s,2.246697327454572,False
2000-01-01,10002857.0,5773392.0,2000,Q1,2000s,1.0453080991553287,False
2000-04-01,10247679.0,5685938.0,2000,Q2,2000s,2.447520743323639,False
2000-07-01,10319825.0,5674179.0,2000,Q3,2000s,0.7040228328775822,False
2000-10-01,10439025.0,5662216.0,2000,Q4,2000s,1.155058346435145,False
2001-01-01,10472879.0,5773740.0,2001,Q1,2000s,0.32430231750570915,False
2001-04-01,10597822.0,5726815.0,2001,Q2,2000s,1.1930148338389124,False
2001-07-01,10596294.0,5807464.0,2001,Q3,2000s,-0.014418056842246951,False
2001-10-01,10660294.0,5943439.0,2001,Q4,2000s,0.6039847516499552,False
2002-01-01,10788952.0,6006032.0,2002,Q1,2000s,1.2068897912196341,False
2002-04-01,10893207.0,6126469.0,2002,Q2,2000s,0.9663125760500213,False
2002-07-01,10992051.0,6228236.0,2002,Q3,2000s,0.9073911842490512,False
2002-10-01,11071463.0,6405707.0,2002,Q4,2000s,0.7224493408918953,False
2003-01-01,11183507.0,6460776.0,2003,Q1,2000s,1.0120071755647775,False
2003-04-01,11312875.0,6670121.0,2003,Q2,2000s,1.1567748828699154,False
2003-07-01,11567326.0,6783320.0,2003,Q3,2000s,2.2492160480868106,False
2003-10-01,11769275.0,6997964.0,2003,Q4,2000s,1.7458572534395644,False
2004-01-01,11920169.0,7131068.0,2004,Q1,2000s,1.2821010639992636,False
2004-04-01,12108987.0,7274335.0,2004,Q2,2000s,1.5840211661428683,False
2004-07-01,12303340.0,7379053.0,2004,Q3,2000s,1.6050310401687584,False
2004-10-01,12522425.0,7596143.0,2004,Q4,2000s,1.7806953233837408,False
2005-01-01,12761337.0,7776939.0,2005,Q1,2000s,1.9078732753440297,False
2005-04-01,12910022.0,7836496.0,2005,Q2,2000s,1.1651208646868305,False
2005-07-01,13142873.0,7932710.0,2005,Q3,2000s,1.8036452610227904,False
2005-10-01,13332316.0,8170413.0,2005,Q4,2000s,1.4414123913393917,False
2006-01-01,13603933.0,8371156.0,2006,Q1,2000s,2.0372829446886787,False
2006-04-01,13749806.0,8420042.0,2006,Q2,2000s,1.072285492732128,False
2006-07-01,13867469.0,8506974.0,2006,Q3,2000s,0.8557429828464524,False
2006-10-01,14037228.0,8680224.0,2006,Q4,2000s,1.2241527275092423,False
2007-01-01,14208569.0,8849665.0,2007,Q1,2000s,1.2206184867838532,False
2007-04-01,14382363.0,8867677.0,2007,Q2,2000s,1.223163289702156,False
2007-07-01,14535003.0,9007653.0,2007,Q3,2000s,1.0612998712381305,False
2007-10-01,14681501.0,9229172.0,2007,Q4,2000s,1.007897968786109,False
2008-01-01,14651039.0,9437594.0,2008,Q1,2000s,-0.2074855970108258,False
2008-04-01,14805611.0,9492006.0,2008,Q2,2000s,1.055024152212014,False
2008-07-01,14835187.0,10024725.0,2008,Q3,2000s,0.1997621037051367,False
2008-10-01,14559543.0,10699805.0,2008,Q4,2000s,-1.8580419646884172,False
2009-01-01,14394547.0,11126941.0,2009,Q1,2000s,-1.1332498554384562,True
2009-04-01,14352850.0,11545275.0,2009,Q2,2000s,-0.28967219322706406,True
2009-07-01,14420312.0,11909828.0,2009,Q3,2000s,0.47002511696283555,False
2009-10-01,14628021.0,12311349.0,2009,Q4,2000s,1.4403918583731024,False
2010-01-01,14721350.0,12773123.0,2010,Q1,2010s,0.6380152175061715,False
2010-04-01,14926098.0,13201792.0,2010,Q2,2010s,1.3908235318092377,False
2010-07-01,15079917.0,13561622.0,2010,Q3,2010s,1.0305372509278765,False
2010-10-01,15240843.0,14025215.0,2010,Q4,2010s,1.0671544147093037,False
2011-01-01,15285828.0,14270114.0,2011,Q1,2010s,0.29516083854417285,False
2011-04-01,15496189.0,14343087.0,2011,Q2,2010s,1.37618322016968,False
2011-07-01,15591850.0,14790340.0,2011,Q3,2010s,0.6173195228839745,False
2011-10-01,15796460.0,15222940.0,2011,Q4,2010s,1.3122881505401862,False
2012-01-01,16019758.0,15606518.0,2012,Q1,2010s,1.4135951979114214,False
2012-04-01,16152257.0,15855037.0,2012,Q2,2010s,0.8270973881128629,False
2012-07-01,16257151.0,16066240.0,2012,Q3,2010s,0.6494076957789918,False
2012-10-01,16358863.0,16432730.0,2012,Q4,2010s,0.6256446778405422,False
2013-01-01,16569591.0,16771381.0,2013,Q1,2010s,1.2881579850628988,False
2013-04-01,16637926.0,16738320.0,2013,Q2,2010s,0.4124121108360468,False
2013-07-01,16848748.0,16738180.0,2013,Q3,2010s,1.2671170673556276,False
2013-10-01,17083137.0,17156119.0,2013,Q4,2010s,1.391136006070015,False
2014-01-01,17104555.0,17601227.0,2014,Q1,2010s,0.12537509943284508,False
2014-04-01,17432909.0,17632606.0,2014,Q2,2010s,1.91968747506146,False
2014-07-01,17721657.0,17824071.0,2014,Q3,2010s,1.656338595010154,False
2014-10-01,17849912.0,18141444.0,2014,Q4,2010s,0.7237190066369026,False
2015-01-01,18003399.0,18152056.0,2015,Q1,2010s,0.8598753876209564,False
2015-04-01,18223577.0,18151998.0,2015,Q2,2010s,1.2229801716886923,False
2015-07-01,18347425.0,18150618.0,2015,Q3,2010s,0.6796031317013229,False
2015-10-01,18378803.0,18922179.0,2015,Q4,2010s,0.17102127410248968,False
2016-01-01,18470156.0,19264939.0,2016,Q1,2010s,0.4970563099239822,False
2016-04-01,18656207.0,19381591.0,2016,Q2,2010s,1.0073060563213332,False
2016-07-01,18821359.0,19573445.0,2016,Q3,2010s,0.8852388912708786,False
2016-10-01,19032580.0,19976827.0,2016,Q4,2010s,1.122240960389731,False
2017-01-01,19237435.0,19846420.0,2017,Q1,2010s,1.0763385731204167,False
2017-04-01,19379232.0,19844554.0,2017,Q2,2010s,0.7370889102419342,False
2017-07-01,19617288.0,20244900.0,2017,Q3,2010s,1.2284078130650355,False
2017-10-01,19937963.0,20492747.0,2017,Q4,2010s,1.6346551062511816,False
2018-01-01,20242215.0,21089643.0,2018,Q1,2010s,1.5259934026359723,False
2018-04-01,20552653.0,21195070.0,2018,Q2,2010s,1.5336167509336196,False
2018-07-01,20742723.0,21516058.0,2018,Q3,2010s,0.9247954509814305,False
2018-10-01,20909853.0,21974096.0,2018,Q4,2010s,0.8057283510944924,False
2019-01-01,21115309.0,22027880.0,2019,Q1,2010s,0.9825798392748109,False
2019-04-01,21329877.0,22023283.0,2019,Q2,2010s,1.0161726735800958,False
2019-07-01,21540325.0,22719402.0,2019,Q3,2010s,0.9866348502619138,False
2019-10-01,21747394.0,23201380.0,2019,Q4,2010s,0.9613086153528405,False
2020-01-01,21561139.0,23223813.0,2020,Q1,2020s,-0.8564474437718794,False
2020-04-01,19520114.0,26477241.0,2020,Q2,2020s,-9.466220685280124,True
2020-07-01,21157635.0,,2020,Q3,2020s,8.38889055668426,False
